,Mean,Maximum_value,Minimum_value,Range,Standard Deviation,Variance,Absolute_mean,Absolute_MAX,RMS,Crest Factor,Shape factor,Impulse Factor,Kurtosis,Skewness,Clearance Factor,FAULT TYPE,Label,Label_no
0,0.011186739219374998,1.279438154,-1.311982154,2.591420308,0.29890514061587775,0.08934428308659764,0.20604315692187497,1.311982154,0.29911440323220806,4.38622192653653,1.4517075339979515,6.36751141654009,3.455018726270164,-0.2566046885195599,8.113015680441558,INNER RACE FAULT OF 0.007 INCH,IR_7_3,0
1,0.013728065768124999,1.349115692,-1.371020308,2.720136,0.26905200402105006,0.07238898086774313,0.189616911918125,1.371020308,0.2694020056671388,5.089124353788116,1.4207699246967187,7.230474824903779,3.7653587855050903,-0.17796206163495346,9.071524373943602,INNER RACE FAULT OF 0.007 INCH,IR_7_3,0
2,0.012688900397500001,1.553767385,-1.241052923,2.7948203080000003,0.28398069803923726,0.08064503685885244,0.1985889380775,1.553767385,0.28426404108179093,5.465930122878034,1.4314193118392926,7.824037935051735,4.223392124270375,-0.07013365790872486,9.8232809707893,INNER RACE FAULT OF 0.007 INCH,IR_7_3,0
3,0.013143160382499998,1.348489846,-1.202876308,2.551366154,0.2735498508883908,0.07482952092106085,0.1894753142275,1.348489846,0.2738654114449303,4.923914410678176,1.4453883481417769,7.116968516441618,4.02821452803787,0.03157487385914683,8.946333101283868,INNER RACE FAULT OF 0.007 INCH,IR_7_3,0
4,0.01554627923125,1.299048,-1.366013538,2.665061538,0.28101762668797187,0.07897090650934033,0.19771731691875005,1.366013538,0.28144731888450514,4.8535318915599905,1.4234834018112996,6.908922087797446,4.1184368245178655,-0.09391163054748017,8.59488964831278,INNER RACE FAULT OF 0.007 INCH,IR_7_3,0
5,0.014558876543750002,1.311564923,-1.317197538,2.628762461,0.27847461547816144,0.07754811146570986,0.1932963657725,1.317197538,0.27885493065736894,4.723594217591405,1.4426289368811362,6.814393704381771,3.8907856979772575,-0.2896993640887968,8.586215353739087,INNER RACE FAULT OF 0.007 INCH,IR_7_3,0
6,0.017249884622500003,1.167828923,-1.216019077,2.383848,0.2638786462395796,0.06963193994123318,0.18679030384999998,1.216019077,0.26444186215635895,4.598436371171041,1.4157151453038819,6.510076015383065,3.2186132211700142,-0.0892243458074804,8.174066992743036,INNER RACE FAULT OF 0.007 INCH,IR_7_3,0
7,0.014202796158750001,1.503073846,-1.598619692,3.101693538,0.281956599728971,0.07949952413072318,0.19377891923999996,1.598619692,0.28231408670034547,5.662557298094767,1.456887507720551,8.249708989346102,4.89283722312882,-0.1913467785556034,10.448176422182561,INNER RACE FAULT OF 0.007 INCH,IR_7_3,0
8,0.01463032730625,1.290912,-1.281315692,2.5722276920000002,0.28295351741058633,0.08006269301502299,0.19590849115624998,1.290912,0.28333150105858507,4.5561894642031895,1.4462441080851849,6.589362167923658,3.546141672414538,-0.013707685757009229,8.355197465460542,INNER RACE FAULT OF 0.007 INCH,IR_7_3,0
9,0.013345256530625,1.375609846,-1.270467692,2.646077538,0.2851068467930607,0.08128591408828177,0.203229587298125,1.375609846,0.285419007706477,4.819615403521646,1.4044166083346186,6.7687479184911545,3.8658398924829713,0.03502295564076011,8.299893590392157,INNER RACE FAULT OF 0.007 INCH,IR_7_3,0
10,0.011826145394999998,1.198704,-1.503491077,2.702195077,0.2887171271719641,0.0833575795224321,0.19822242692624997,1.503491077,0.28895923109901817,5.203125268854263,1.4577524631283394,7.584868676637606,4.055020158216681,-0.2921167797245309,9.647676996907935,INNER RACE FAULT OF 0.007 INCH,IR_7_3,0
11,0.012360200775000002,1.475953846,-1.350576,2.8265298459999997,0.2723004360612643,0.07414752747915468,0.19358568922875002,1.475953846,0.27258081745117907,5.414738497746095,1.4080628508085877,7.624292125519376,4.207021815282421,0.1196807204028858,9.363334804441912,INNER RACE FAULT OF 0.007 INCH,IR_7_3,0
